kev_cve,kev_description,non_kev_cve,non_kev_description,similarity,rank
CVE-2022-31161,Roxy WI v6.1.1.0 - Unauthenticated Remote Code Execution (RCE) via ssl_cert Upload,CVE-2021-27370,Monica 2.19.1 - 'last_name' Stored XSS,0.601234495639801,4
CVE-2023-22809,sudo 1.8.0 to 1.9.12p1 - Privilege Escalation,CVE-2019-15715;CVE-2017-7615,Mantis Bug Tracker 2.3.0 - Remote Code Execution (Unauthenticated),0.6012102961540222,3
CVE-2022-31161,Roxy WI v6.1.1.0 - Unauthenticated Remote Code Execution (RCE) via ssl_cert Upload,CVE-2022-34128,GLPI  Cartography Plugin v6.0.0 - Unauthenticated Remote Code Execution (RCE),0.6010974645614624,5
CVE-2025-49619,Skyvern 0.1.85 - Remote Code Execution (RCE) via SSTI,CVE-2018-19423,Codiad 2.8.4 - Remote Code Execution (Authenticated) (3),0.6010964512825012,8
CVE-2021-22555,Linux Kernel 2.6.19 < 5.9 - 'Netfilter Local Privilege Escalation,CVE-2024-25003,KiTTY 0.76.1.13 - 'Start Duplicated Session Hostname' Buffer Overflow,0.6010426878929138,2
CVE-2021-4034,PolicyKit-1 0.105-31 - Privilege Escalation,CVE-2021-43579,HTMLDOC 1.9.13 - Stack Buffer Overflow,0.6009773015975952,2
CVE-2022-31161,Roxy WI v6.1.1.0 - Unauthenticated Remote Code Execution (RCE) via ssl_cert Upload,N/A,Online Job Portal 1.0 - Remote Code Execution,0.600928783416748,6
CVE-2025-49619,Skyvern 0.1.85 - Remote Code Execution (RCE) via SSTI,CVE-2024-24724,Gibbon LMS v26.0.00 - SSTI vulnerability,0.6004734039306641,9
CVE-2025-32429,XWiki 14 - SQL Injection via getdeleteddocuments.vm,N/A,Boelter Blue System Management 1.3 - SQL Injection,0.6003744006156921,2
CVE-2025-32429,XWiki 14 - SQL Injection via getdeleteddocuments.vm,N/A,Cemetry Mapping and Information System 1.0 - Multiple SQL Injections,0.6003337502479553,3
CVE-2022-31161,Roxy WI v6.1.1.0 - Unauthenticated Remote Code Execution (RCE) via ssl_cert Upload,CVE-2022-31056,GLPI v10.0.2 - SQL Injection (Authentication Depends on Configuration),0.6002117991447449,7
CVE-2025-30208,Vite 6.2.2 - Arbitrary File Read,CVE-2023-48292,XWiki Standard 14.10 - Remote Code Execution (RCE),0.6001918911933899,4
CVE-2025-49619,Skyvern 0.1.85 - Remote Code Execution (RCE) via SSTI,N/A,SOPlanning 1.52.01 (Simple Online Planning Tool) - Remote Code Execution (RCE) (Authenticated),0.599933922290802,10
CVE-2021-41773,Apache HTTP Server 2.4.49 - Path Traversal & Remote Code Execution (RCE),N/A,thrsrossi Millhouse-Project 1.414 - Remote Code Execution,0.5998021364212036,5
CVE-2025-24893,XWiki Platform 15.10.10 - Metasploit Module for Remote Code Execution (RCE),N/A,WordPress Plugin W3 Total Cache - Unauthenticated Arbitrary File Read (Metasploit),0.5996673703193665,9
CVE-2020-11652;CVE-2020-11651,Saltstack 3000.1 - Remote Code Execution,CVE-2023-48292,XWiki Standard 14.10 - Remote Code Execution (RCE),0.5995442867279053,2
CVE-2025-32429,XWiki 14 - SQL Injection via getdeleteddocuments.vm,N/A,WBCE 1.6.0 - Unauthenticated SQL injection,0.5995377898216248,4
CVE-2025-24893,XWiki Platform 15.10.10 - Metasploit Module for Remote Code Execution (RCE),N/A,PHPStudy - Backdoor Remote Code execution (Metasploit),0.5995168089866638,10
CVE-2020-1472,ZeroLogon - Netlogon Elevation of Privilege,CVE-2024-25003,KiTTY 0.76.1.13 - 'Start Duplicated Session Hostname' Buffer Overflow,0.5994724631309509,8
CVE-2021-4034,PolicyKit-1 0.105-31 - Privilege Escalation,CVE-2018-15139,OpenEMR 5.0.1.3 - 'manage_site_files' Remote Code Execution (Authenticated),0.5989920496940613,3
CVE-2019-11043,PHP-FPM - Underflow Remote Code Execution (Metasploit),N/A,WordPress Plugin Autoptimize 2.7.6 - Authenticated Arbitrary File Upload (Metasploit),0.5989330410957336,6
CVE-2023-27372,SPIP v4.2.0 - Remote Code Execution (Unauthenticated),N/A,File Thingie 2.5.7 - Remote Code Execution (RCE),0.5989060997962952,5
CVE-2022-22947,Spring Cloud Gateway 3.1.0 - Remote Code Execution (RCE),N/A,EyouCMS 1.4.6 - Persistent Cross-Site Scripting,0.5988559722900391,3
CVE-2020-7209,HP LinuxKI 6.01 - Remote Command Injection,N/A,OpenEMR v7.0.1 - Authentication credentials brute force,0.5985003709793091,8
CVE-2021-4034,PolicyKit-1 0.105-31 - Privilege Escalation,CVE-2019-14530,OpenEMR 5.0.1.7 - 'fileName' Path Traversal (Authenticated),0.5984818935394287,4
CVE-2023-30258,MagnusSolution magnusbilling 7.3.0 - Command Injection,N/A,Oriol Espinal CMS 1.0 - 'id' SQL Injection,0.5984501838684082,2
CVE-2021-42013,Apache HTTP Server 2.4.50 - Path Traversal & Remote Code Execution (RCE),N/A,OpenCATS 0.9.4 - Remote Code Execution (RCE),0.5984051823616028,6
CVE-2017-1000170,WordPress Plugin Delightful Downloads Jquery File Tree 1.6.6 - Path Traversal,N/A,Expense Management System - 'description' Stored Cross Site Scripting,0.5981041193008423,7
CVE-2019-13272,Linux Kernel 5.1.x - 'PTRACE_TRACEME' pkexec Local Privilege Escalation (2),CVE-2025-37928,Parrot and DJI variants Drone OSes - Kernel Panic Exploit,0.5980194211006165,1
CVE-2020-7209,HP LinuxKI 6.01 - Remote Command Injection,CVE-2022-35411,rpc.py 0.6.0 - Remote Code Execution (RCE),0.5976656675338745,9
CVE-2023-44487,HTTP/2 2.0 - Denial Of Service (DOS),N/A,Ajenti 2.1.36 - Remote Code Execution (Authenticated),0.5976316332817078,10
CVE-2019-11043,PHP-FPM - Underflow Remote Code Execution (Metasploit),N/A,PHP 8.1.0-dev - 'User-Agentt' Remote Code Execution,0.5973653197288513,7
CVE-2022-31126,Roxy WI v6.1.0.0 - Unauthenticated Remote Code Execution (RCE),N/A,rConfig 3.9.4 - 'searchField' Unauthenticated Root Remote Code Execution,0.5972557663917542,8
CVE-2021-3156,Sudo 1.9.5p1 - 'Baron Samedit ' Heap-Based Buffer Overflow Privilege Escalation (1),CVE-2024-23749,KiTTY 0.76.1.13 - Command Injection,0.5971755385398865,2
CVE-2017-1000170,WordPress Plugin Delightful Downloads Jquery File Tree 1.6.6 - Path Traversal,N/A,WordPress Plugin visitors-app 0.3 - 'user-agent' Stored Cross-Site Scripting (XSS),0.5970994234085083,8
CVE-2025-24893,XWiki Platform 15.10.10 - Remote Code Execution,N/A,EasyPHP Webserver 14.1 - Multiple Vulnerabilities (RCE and Path Traversal),0.5970436930656433,5
CVE-2017-1000170,WordPress Plugin Delightful Downloads Jquery File Tree 1.6.6 - Path Traversal,N/A,Kuicms PHP EE 2.0 - Persistent Cross-Site Scripting,0.5969681739807129,9
CVE-2019-18818,Strapi CMS 3.0.0-beta.17.4 - Set Password (Unauthenticated) (Metasploit),N/A,Microweber CMS 1.2.10 - Local File Inclusion (Authenticated) (Metasploit),0.5969367027282715,7
CVE-2021-22911,Rocket.Chat 3.12.1 - NoSQL Injection (Unauthenticated),CVE-2023-45131,Discourse 3.1.1 - Unauthenticated Chat Message Access,0.5968629717826843,2
CVE-2020-11455,LimeSurvey 4.1.11 - 'File Manager' Path Traversal,N/A,Wordpress Plugin PicUploader 1.0 - Remote File Upload,0.5968033075332642,6
CVE-2024-32113,Apache OFBiz 18.12.12 - Directory Traversal,CVE-2020-13951,Apache OpenMeetings 5.0.0 - 'hostname' Denial of Service,0.596746563911438,4
CVE-2024-32113,Apache OFBiz 18.12.12 - Directory Traversal,CVE-2017-6478,MaNGOSWebV4  4.0.6 - Reflected XSS,0.5967405438423157,5
CVE-2024-32113,Apache OFBiz 18.12.12 - Directory Traversal,N/A,WebTareas 2.4 - RCE (Authorized),0.596551775932312,6
CVE-2023-27524,Apache Superset 2.0.0 - Authentication Bypass,CVE-2021-28242,b2evolution 7-2-2 - 'cf_name' SQL Injection,0.5963466167449951,2
CVE-2019-13272,Linux Kernel 5.1.x - 'PTRACE_TRACEME' pkexec Local Privilege Escalation (2),CVE-2020-12352;CVE-2020-12351,Linux Kernel 5.4 - 'BleedingTooth' Bluetooth Zero-Click Remote Code Execution,0.5963085889816284,2
CVE-2020-1472,ZeroLogon - Netlogon Elevation of Privilege,N/A,CMSimple 5.4 - Local file inclusion (LFI) to Remote code execution (RCE) (Authenticated),0.5962623953819275,9
CVE-2021-3156,Sudo 1.9.5p1 - 'Baron Samedit ' Heap-Based Buffer Overflow Privilege Escalation (1),CVE-2019-1125,Microsoft Windows Kernel - Information Disclosure,0.5962233543395996,3
CVE-2020-8644,PlaySMS - index.php Unauthenticated Template Injection Code Execution (Metasploit),CVE-2021-3291,Zen Cart 1.5.7b - Remote Code Execution (Authenticated),0.5961856842041016,7
CVE-2021-4034,PolicyKit-1 0.105-31 - Privilege Escalation,CVE-2024-23749,KiTTY 0.76.1.13 - Command Injection,0.5959801077842712,5
CVE-2019-9978,Social Warfare WordPress Plugin 3.5.2 - Remote Code Execution (RCE),N/A,File Thingie 2.5.7 - Remote Code Execution (RCE),0.5958808660507202,9
CVE-2019-11707,Mozilla Firefox 67 - Array.pop JIT Type Confusion,CVE-2023-37269,WinterCMS < 1.2.3 - Persistent Cross-Site Scripting,0.5954933166503906,7
CVE-2022-31126,Roxy WI v6.1.0.0 - Unauthenticated Remote Code Execution (RCE),CVE-2023-48292,XWiki Standard 14.10 - Remote Code Execution (RCE),0.5949849486351013,9
CVE-2023-23488,Paid Memberships Pro  v2.9.8 (WordPress Plugin) - Unauthenticated SQL Injection,N/A,Online Shopping Portal 3.1 - 'email' SQL Injection,0.5949318408966064,3
CVE-2019-2215,Android Binder - Use-After-Free (Metasploit),N/A,Microweber CMS 1.2.10 - Local File Inclusion (Authenticated) (Metasploit),0.5946800112724304,9
CVE-2019-2215,Android Binder - Use-After-Free (Metasploit),N/A,Microweber CMS 1.2.10 - Local File Inclusion (Authenticated) (Metasploit),0.5946800112724304,9
CVE-2020-6418,Google Chrome 80 - JSCreate Side-effect Type Confusion (Metasploit),CVE-2021-21425,GravCMS 1.10.7 - Unauthenticated Arbitrary File Write (Metasploit),0.5946572422981262,6
CVE-2022-22947,Spring Cloud Gateway 3.1.0 - Remote Code Execution (RCE),CVE-2022-23626,m1k1o's Blog v.10 - Remote Code Execution (RCE) (Authenticated),0.5945192575454712,4
CVE-2025-30208,Vite 6.2.2 - Arbitrary File Read,CVE-2022-31188,CVAT 2.0 - Server Side Request Forgery,0.5945109724998474,5
CVE-2025-30208,Vite 6.2.2 - Arbitrary File Read,CVE-2023-34096,Thruk Monitoring Web Interface 3.06 - Path Traversal,0.5941004157066345,6
CVE-2020-1472,ZeroLogon - Netlogon Elevation of Privilege,CVE-2024-39930,gogs 0.13.0 - Remote Code Execution (RCE),0.5938990116119385,10
CVE-2021-42013,Apache HTTP Server 2.4.50 - Path Traversal & Remote Code Execution (RCE),N/A,Hotel and Lodge Management System 1.0 - Remote Code Execution (Unauthenticated),0.5938493609428406,7
CVE-2023-22809,sudo 1.8.0 to 1.9.12p1 - Privilege Escalation,N/A,Webgrind 1.1 - Reflected Cross-Site Scripting (XSS) & Remote Command Execution (RCE),0.5938401222229004,4
CVE-2019-2215,Android Binder - Use-After-Free (Metasploit),N/A,Wordpress Plugin Duplicator 1.3.26 - Unauthenticated Arbitrary File Read (Metasploit),0.5938365459442139,10
CVE-2019-2215,Android Binder - Use-After-Free (Metasploit),N/A,Wordpress Plugin Duplicator 1.3.26 - Unauthenticated Arbitrary File Read (Metasploit),0.5938365459442139,10
CVE-2019-11707,Mozilla Firefox 67 - Array.pop JIT Type Confusion,CVE-2019-15715;CVE-2017-7615,Mantis Bug Tracker 2.3.0 - Remote Code Execution (Unauthenticated),0.5937020182609558,8
CVE-2023-27372,SPIP v4.2.0 - Remote Code Execution (Unauthenticated),CVE-2019-11229,Gitea 1.7.5 - Remote Code Execution,0.593675971031189,6
CVE-2020-11022,jQuery 1.2 - Cross-Site Scripting (XSS),N/A,iMLog < 1.307 - Persistent Cross Site Scripting (XSS),0.593618631362915,2
CVE-2025-32429,XWiki 14 - SQL Injection via getdeleteddocuments.vm,CVE-2023-24788,NotrinosERP 0.7 - Authenticated Blind SQL Injection,0.5935449600219727,5
CVE-2019-9978,Social Warfare WordPress Plugin 3.5.2 - Remote Code Execution (RCE),CVE-2018-6383,Monstra CMS 3.0.4 - Remote Code Execution (Authenticated),0.5933359861373901,10
CVE-2020-2096,Jenkins Gitlab Hook Plugin 1.4.2 - Reflected Cross-Site Scripting,CVE-2020-2229,Jenkins 2.235.3 - 'tooltip' Stored Cross-Site Scripting,0.5932707190513611,4
CVE-2019-11707,Mozilla Firefox 67 - Array.pop JIT Type Confusion,N/A,Webtareas 2.0 - 'id' SQL Injection,0.5931799411773682,9
CVE-2022-31161,Roxy WI v6.1.1.0 - Unauthenticated Remote Code Execution (RCE) via ssl_cert Upload,N/A,Online Traffic Offense Management System 1.0 - Multiple RCE (Unauthenticated),0.5931371450424194,8
CVE-2019-5825,Google Chrome 72 and 73 - Array.map Out-of-Bounds Write (Metasploit),N/A,Google Chrome Browser 111.0.5563.64 - AXPlatformNodeCocoa Fatal OOM/Crash (macOS),0.592998206615448,4
CVE-2025-32429,XWiki 14 - SQL Injection via getdeleteddocuments.vm,N/A,101 News 1.0 - Multiple-SQLi,0.592907190322876,6
CVE-2023-22809,sudo 1.8.0 to 1.9.12p1 - Privilege Escalation,CVE-2019-11229,Gitea 1.7.5 - Remote Code Execution,0.5928457975387573,5
CVE-2017-1000170,WordPress Plugin Delightful Downloads Jquery File Tree 1.6.6 - Path Traversal,N/A,WordPress Plugin Backup and Restore 1.0.3 - Arbitrary File Deletion,0.5927314758300781,10
CVE-2021-42013,Apache HTTP Server 2.4.50 - Remote Code Execution (RCE) (2),N/A,Hotel and Lodge Management System 1.0 - Remote Code Execution (Unauthenticated),0.5925670862197876,1
CVE-2020-11022,jQuery 1.2 - Cross-Site Scripting (XSS),N/A,WordPress Plugin Media-Tags 3.2.0.2 - Stored Cross-Site Scripting (XSS),0.5923407673835754,3
CVE-2020-8656;CVE-2020-8655;CVE-2020-8654,EyesOfNetwork 5.3 - Remote Code Execution,N/A,Craft CMS 4.4.14 - Unauthenticated Remote Code Execution,0.5923389196395874,2
CVE-2020-7209,HP LinuxKI 6.01 - Remote Command Injection,CVE-2024-39930,gogs 0.13.0 - Remote Code Execution (RCE),0.5923063158988953,10
CVE-2020-8657;CVE-2020-8656;CVE-2020-8655;CVE-2020-8654,EyesOfNetwork - AutoDiscovery Target Command Execution (Metasploit),CVE-2020-11108,Pi-Hole - heisenbergCompensator Blocklist OS Command Execution (Metasploit),0.5921494960784912,4
CVE-2021-3156,Sudo 1.9.5p1 - 'Baron Samedit ' Heap-Based Buffer Overflow Privilege Escalation (1),CVE-2024-25003,KiTTY 0.76.1.13 - 'Start Duplicated Session Hostname' Buffer Overflow,0.591887354850769,4
CVE-2019-5825,Google Chrome 72 and 73 - Array.map Out-of-Bounds Write (Metasploit),N/A,Wago PFC200 - Authenticated Remote Code Execution (Metasploit),0.5918778777122498,5
CVE-2019-17558,Apache Solr - Remote Code Execution via Velocity Template (Metasploit),N/A,PHPStudy - Backdoor Remote Code execution (Metasploit),0.5918508172035217,5
CVE-2019-17026,Firefox 72 IonMonkey - JIT Type Confusion,CVE-2025-50481,Mezzanine CMS 6.1.0 - Stored Cross Site Scripting (XSS),0.5917773842811584,1
CVE-2020-8644,PlaySMS - index.php Unauthenticated Template Injection Code Execution (Metasploit),N/A,WordPress Plugin InfiniteWP - Client Authentication Bypass (Metasploit),0.5916516780853271,8
CVE-2021-41773,Apache HTTP Server 2.4.49 - Path Traversal & Remote Code Execution (RCE),N/A,Job Portal 1.0 - Remote Code Execution,0.5913558006286621,6
CVE-2025-32429,XWiki 14 - SQL Injection via getdeleteddocuments.vm,N/A,WP Fastest Cache 1.2.2 - Unauthenticated SQL Injection,0.591290295124054,7
CVE-2022-22947,Spring Cloud Gateway 3.1.0 - Remote Code Execution (RCE),N/A,Wordpress Augmented-Reality - Remote Code Execution Unauthenticated,0.5912544131278992,5
CVE-2020-10770,Keycloak 12.0.1 - 'request_uri ' Blind Server-Side Request Forgery (SSRF) (Unauthenticated),CVE-2020-35848;CVE-2020-35847,Cockpit CMS 0.11.1 - 'Username Enumeration & Password Reset' NoSQL Injection,0.591117799282074,4
CVE-2022-31126,Roxy WI v6.1.0.0 - Unauthenticated Remote Code Execution (RCE),CVE-2025-50481,Mezzanine CMS 6.1.0 - Stored Cross Site Scripting (XSS),0.5910846590995789,10
CVE-2022-42889,Apache Commons Text  1.10.0 - Remote Code Execution,CVE-2020-28328,SuiteCRM 7.11.15 - 'last_name' Remote Code Execution (Authenticated),0.5910795331001282,7
CVE-2020-10770,Keycloak 12.0.1 - 'request_uri ' Blind Server-Side Request Forgery (SSRF) (Unauthenticated),CVE-2022-24124,Casdoor 1.13.0 - SQL Injection (Unauthenticated),0.5909642577171326,5
CVE-2020-8657;CVE-2020-8656;CVE-2020-8655;CVE-2020-8654,EyesOfNetwork - AutoDiscovery Target Command Execution (Metasploit),CVE-2019-9213;CVE-2018-5333,Reliable Datagram Sockets (RDS) - rds_atomic_free_op NULL pointer dereference Privilege Escalation (,0.5909104347229004,5
CVE-2020-8657;CVE-2020-8656;CVE-2020-8655;CVE-2020-8654,EyesOfNetwork - AutoDiscovery Target Command Execution (Metasploit),CVE-2019-9213;CVE-2018-5333,Reliable Datagram Sockets (RDS) - rds_atomic_free_op NULL pointer dereference Privilege Escalation (,0.5909104347229004,6
CVE-2023-30258,MagnusSolution magnusbilling 7.3.0 - Command Injection,N/A,rConfig 3.9.4 - 'searchField' Unauthenticated Root Remote Code Execution,0.5905809998512268,3
CVE-2019-11707,Mozilla Firefox 67 - Array.pop JIT Type Confusion,N/A,Juniper-SRX-Firewalls&EX-switches - (PreAuth-RCE) (PoC),0.5905210971832275,10
CVE-2021-42013,Apache HTTP Server 2.4.50 - Path Traversal & Remote Code Execution (RCE),N/A,Job Portal 1.0 - Remote Code Execution,0.5904926657676697,8
CVE-2020-6418,Google Chrome 80 - JSCreate Side-effect Type Confusion (Metasploit),N/A,Google Chrome 80.0.3987.87 - Heap-Corruption Remote Denial of Service (PoC),0.5902734398841858,7
CVE-2019-19609,Strapi 3.0.0-beta.17.7 - Remote Code Execution (RCE) (Authenticated),CVE-2022-0824,Webmin 1.984 - Remote Code Execution (Authenticated),0.5902426242828369,8
CVE-2020-10770,Keycloak 12.0.1 - 'request_uri ' Blind Server-Side Request Forgery (SSRF) (Unauthenticated),N/A,Chikitsa Patient Management System 2.0.2 - 'plugin' Remote Code Execution (RCE) (Authenticated),0.5902000665664673,6
CVE-2022-22963,Spring Cloud 3.2.2 - Remote Command Execution (RCE),CVE-2023-38836,BoidCMS v2.0.0 - authenticated file upload vulnerability,0.5900812745094299,6
CVE-2023-27372,SPIP v4.2.0 - Remote Code Execution (Unauthenticated),N/A,SOPlanning 1.52.01 (Simple Online Planning Tool) - Remote Code Execution (RCE) (Authenticated),0.5899077653884888,7
CVE-2023-23488,Paid Memberships Pro  v2.9.8 (WordPress Plugin) - Unauthenticated SQL Injection,CVE-2023-24788,NotrinosERP 0.7 - Authenticated Blind SQL Injection,0.5897824764251709,4
CVE-2024-23897,Jenkins 2.441 - Local File Inclusion,CVE-2020-35848;CVE-2020-35847,Cockpit CMS 0.11.1 - 'Username Enumeration & Password Reset' NoSQL Injection,0.589698851108551,1
CVE-2022-31161,Roxy WI v6.1.1.0 - Unauthenticated Remote Code Execution (RCE) via ssl_cert Upload,N/A,rConfig 3.9.4 - 'searchField' Unauthenticated Root Remote Code Execution,0.5896512269973755,9
CVE-2019-1003030,Jenkins 2.63 - Sandbox bypass in pipeline: Groovy plug-in,CVE-2020-2229,Jenkins 2.235.3 - 'tooltip' Stored Cross-Site Scripting,0.5896191596984863,3
CVE-2023-27372,SPIP v4.2.0 - Remote Code Execution (Unauthenticated),CVE-2020-11108,Pi-hole 4.4.0 - Remote Code Execution (Authenticated),0.5894694328308105,8
CVE-2022-22947,Spring Cloud Gateway 3.1.0 - Remote Code Execution (RCE),CVE-2024-24724,Gibbon LMS v26.0.00 - SSTI vulnerability,0.589362382888794,6
CVE-2021-22555,Linux Kernel 2.6.19 < 5.9 - 'Netfilter Local Privilege Escalation,CVE-2024-25004,KiTTY 0.76.1.13 - 'Start Duplicated Session Username' Buffer Overflow,0.5892698168754578,3
CVE-2023-30258,MagnusSolution magnusbilling 7.3.0 - Command Injection,N/A,ICE Hrm 29.0.0.OS - 'xml upload' Stored Cross-Site Scripting (XSS),0.5891679525375366,4
CVE-2023-23752,Joomla! v4.2.8 - Unauthenticated information disclosure,CVE-2020-25557;CVE-2020-25538,CMSUno 1.6.2 - 'lang' Remote Code Execution (Authenticated),0.5890368819236755,9
CVE-2023-23752,Joomla! v4.2.8 - Unauthenticated information disclosure,N/A,NukeViet VMS 4.4.00 - Cross-Site Request Forgery (Change Admin Password),0.5890352725982666,10
CVE-2023-30258,MagnusSolution magnusbilling 7.3.0 - Command Injection,N/A,File Thingie 2.5.7 - Remote Code Execution (RCE),0.588953971862793,5
CVE-2021-41773,Apache HTTP Server 2.4.49 - Path Traversal & Remote Code Execution (RCE),N/A,Online Job Portal 1.0 - Remote Code Execution,0.5887373685836792,7
CVE-2020-11455,LimeSurvey 4.1.11 - 'File Manager' Path Traversal,N/A,Tourism Management System v2.0 - Arbitrary File Upload,0.5883552432060242,7
CVE-2021-3156,Sudo 1.9.5p1 - 'Baron Samedit ' Heap-Based Buffer Overflow Privilege Escalation (2),CVE-2025-32462,Sudo 1.9.17 Host Option - Elevation of Privilege,0.588244616985321,7
CVE-2021-3129,Laravel 8.4.2 debug mode - Remote code execution,CVE-2020-10963,Laravel Administrator 4 - Unrestricted File Upload (Authenticated),0.5881906747817993,1
CVE-2025-30208,Vite 6.2.2 - Arbitrary File Read,N/A,NukeViet VMS 4.4.00 - Cross-Site Request Forgery (Change Admin Password),0.5881481766700745,7
CVE-2020-8657;CVE-2020-8656;CVE-2020-8655;CVE-2020-8654,EyesOfNetwork - AutoDiscovery Target Command Execution (Metasploit),N/A,WordPress Plugin InfiniteWP - Client Authentication Bypass (Metasploit),0.5876498222351074,7
CVE-2025-32429,XWiki 14 - SQL Injection via getdeleteddocuments.vm,N/A,Purei CMS 1.0 - SQL Injection,0.5876496434211731,8
CVE-2020-7247,OpenSMTPD - MAIL FROM Remote Code Execution (Metasploit),CVE-2019-9213;CVE-2018-5333,Reliable Datagram Sockets (RDS) - rds_atomic_free_op NULL pointer dereference Privilege Escalation (,0.5876045823097229,3
CVE-2020-7247,OpenSMTPD - MAIL FROM Remote Code Execution (Metasploit),CVE-2019-9213;CVE-2018-5333,Reliable Datagram Sockets (RDS) - rds_atomic_free_op NULL pointer dereference Privilege Escalation (,0.5876045823097229,4
CVE-2021-42013,Apache HTTP Server 2.4.50 - Path Traversal & Remote Code Execution (RCE),N/A,CMS Made Simple 2.2.15 - RCE (Authenticated),0.5875982642173767,9
CVE-2023-27372,SPIP v4.2.0 - Remote Code Execution (Unauthenticated),CVE-2022-35411,rpc.py 0.6.0 - Remote Code Execution (RCE),0.5875750780105591,9
CVE-2020-9496,ApacheOfBiz 17.12.01 - Remote Command Execution (RCE),CVE-2021-46398,FileBrowser 2.17.2 - Cross Site Request Forgery (CSRF) to Remote Code Execution (RCE),0.5874725580215454,4
CVE-2021-41773,Apache HTTP Server 2.4.49 - Path Traversal & Remote Code Execution (RCE),N/A,Hotel and Lodge Management System 1.0 - Remote Code Execution (Unauthenticated),0.5871879458427429,8
CVE-2021-44228,Apache Log4j 2 - Remote Code Execution (RCE),CVE-2022-41544,GetSimple CMS v3.3.16 - Remote Code Execution (RCE),0.5871544480323792,4
CVE-2021-4034,PolicyKit-1 0.105-31 - Privilege Escalation,N/A,Dolibarr Version 17.0.1 - Stored XSS,0.5869662761688232,6
CVE-2022-22963,Spring Cloud 3.2.2 - Remote Command Execution (RCE),N/A,Hitachi NAS (HNAS) System Management Unit (SMU) Backup & Restore < 14.8.7825.01 - IDOR,0.586694598197937,7
CVE-2019-17558,Apache Solr - Remote Code Execution via Velocity Template (Metasploit),N/A,WordPress Plugin Autoptimize 2.7.6 - Authenticated Arbitrary File Upload (Metasploit),0.5864108800888062,6
CVE-2020-8656;CVE-2020-8655;CVE-2020-8654,EyesOfNetwork 5.3 - Remote Code Execution,CVE-2021-43579,HTMLDOC 1.9.13 - Stack Buffer Overflow,0.586380660533905,3
CVE-2023-23488,Paid Memberships Pro  v2.9.8 (WordPress Plugin) - Unauthenticated SQL Injection,CVE-2023-1545,TeamPass 3.0.0.21 - SQL Injection,0.5863521099090576,5
CVE-2022-24716,Icinga Web 2.10 - Arbitrary File Disclosure,N/A,CMS Made Simple 2.2.14 - Arbitrary File Upload (Authenticated),0.5861800909042358,3
CVE-2022-22947,Spring Cloud Gateway 3.1.0 - Remote Code Execution (RCE),N/A,Elementor Website Builder < 3.12.2 - Admin+ SQLi,0.586121141910553,7
CVE-2020-11022,jQuery 1.2 - Cross-Site Scripting (XSS),N/A,WordPress Plugin Picture Gallery 1.4.2 - 'Edit Content URL' Stored Cross-Site Scripting (XSS),0.5860654711723328,4
CVE-2023-22809,sudo 1.8.0 to 1.9.12p1 - Privilege Escalation,CVE-2024-23749,KiTTY 0.76.1.13 - Command Injection,0.5858719944953918,6
CVE-2024-51378,CyberPanel 2.3.6 - Remote Code Execution (RCE),CVE-2023-48292,XWiki Standard 14.10 - Remote Code Execution (RCE),0.585606575012207,7
CVE-2023-27524,Apache Superset 2.0.0 - Authentication Bypass,N/A,Bludit 3.9.2 - Authentication Bruteforce Bypass (Metasploit),0.5853821039199829,3
CVE-2022-22963,Spring Cloud 3.2.2 - Remote Command Execution (RCE),N/A,Cmsimple 5.4 - Remote Code Execution (RCE) (Authenticated),0.5853132605552673,8
CVE-2020-11455,LimeSurvey 4.1.11 - 'File Manager' Path Traversal,N/A,CMS Made Simple 2.2.14 - Authenticated Arbitrary File Upload,0.5851994752883911,8
CVE-2022-22947,Spring Cloud Gateway 3.1.0 - Remote Code Execution (RCE),CVE-2022-35919,Minio 2022-07-29T19-40-48Z - Path traversal,0.5850610136985779,8
CVE-2023-27524,Apache Superset 2.0.0 - Authentication Bypass,CVE-2022-0824,Webmin 1.984 - Remote Code Execution (Authenticated),0.5848962664604187,4
CVE-2022-22947,Spring Cloud Gateway 3.1.0 - Remote Code Execution (RCE),N/A,Gibbon LMS < v26.0.00 - Authenticated RCE,0.5847635865211487,9
CVE-2022-46604,Responsive FileManager 9.9.5 - Remote Code Execution (RCE),N/A,File Thingie 2.5.7 - Remote Code Execution (RCE),0.5846240520477295,3
CVE-2020-8657;CVE-2020-8656;CVE-2020-8655;CVE-2020-8654,EyesOfNetwork - AutoDiscovery Target Command Execution (Metasploit),N/A,Centreon 19.10.5 - 'Pollers' Remote Command Execution (Metasploit),0.5846186280250549,8
CVE-2018-18326;CVE-2018-18325;CVE-2018-15812;CVE-2018-15811;CVE-2017-9822,DotNetNuke - Cookie Deserialization Remote Code Execution (Metasploit),CVE-2020-11108,Pi-Hole - heisenbergCompensator Blocklist OS Command Execution (Metasploit),0.5845432877540588,1
CVE-2023-27372,SPIP v4.2.0 - Remote Code Execution (Unauthenticated),N/A,InoERP 0.7.2 - Remote Code Execution (Unauthenticated),0.5845271944999695,10
CVE-2020-11652;CVE-2020-11651,Saltstack 3000.1 - Remote Code Execution,CVE-2023-34096,Thruk Monitoring Web Interface 3.06 - Path Traversal,0.5845246911048889,3
